customer_id,customer_name,segment,recency,frequency,monetary,rfm_score,customer_segment
AJ-9601,Astrea Jones,Consumer,412,6,4071,134,At Risk
BW-12001,Ben Wallace,Consumer,134,3,2997,314,Potential/Others
AP-7201,Anne Pryor,Home Office,38,4,423,421,Potential/Others
DP-131652,David Philippe,Consumer,57,9,7444,455,Champions
CC-23701,Christopher Conant,Consumer,7,3,1414,523,Potential/Others
SF-100652,Sandra Flanagan,Consumer,406,4,3276,134,At Risk
CC-122203,Chris Cortes,Consumer,668,8,550,142,At Risk
YS-118802,Yana Sorensen,Corporate,765,4,1138,132,At Risk
AP-107204,Anne Pryor,Home Office,42,8,1639,443,Champions
MV-181901,Mike Vittorini,Consumer,100,8,9480,355,Loyal Customers
EJ-141554,Eva Jacobs,Consumer,58,5,2657,434,Loyal Customers
CS-118603,Cari Schnelling,Consumer,394,7,3188,144,At Risk
RB-197052,Roger Barcio,Home Office,17,3,367,521,Potential/Others
SC-200204,Sam Craven,Consumer,782,5,3364,134,At Risk
SC-102302,Scot Coram,Corporate,1400,1,1619,113,Lost Customers
BE-114551,Brad Eason,Home Office,28,9,11483,555,Champions
CL-125654,Clay Ludtke,Consumer,285,12,10881,255,At Risk
PW-92402,Pierre Wener,Consumer,566,3,140,121,Lost Customers
JL-58351,John Lee,Consumer,55,4,731,422,Potential/Others
DM-130153,Darrin Martin,Consumer,97,3,448,321,Potential/Others
AB-101504,Aimee Bixby,Consumer,42,5,969,432,Loyal Customers
BP-10502,Barry Pond,Corporate,12,5,2031,533,Loyal Customers
RD-199303,Russell D'Ascenzo,Consumer,188,10,3982,254,At Risk
MG-76952,Maureen Gnade,Consumer,336,4,1547,223,Lost Customers
NP-183251,Naresj Patel,Consumer,2,6,945,542,Champions
TS-213402,Toby Swindell,Consumer,71,7,3196,444,Champions
PG-188953,Paul Gonzalez,Consumer,576,4,3864,134,At Risk
CM-127154,Craig Molinari,Corporate,1036,4,3985,124,Lost Customers
BW-11101,Bart Watters,Corporate,185,4,411,221,Lost Customers
NP-186854,Nora Pelletier,Home Office,407,6,1229,142,At Risk
GR-45601,Georgia Rosenberg,Corporate,154,4,4473,225,Lost Customers
JF-54902,Jeremy Farry,Consumer,115,4,779,322,Potential/Others
GT-147103,Greg Tran,Consumer,9,6,5364,545,Champions
MS-177103,Maurice Satty,Consumer,30,7,2762,544,Champions
KM-162251,Kalyca Meade,Corporate,1,8,5006,555,Champions
LW-172152,Luke Weiss,Consumer,276,4,404,221,Lost Customers
CR-126253,Corey Roper,Home Office,44,7,2593,444,Champions
JK-57302,Joe Kamberova,Consumer,842,3,3097,124,Lost Customers
DK-33752,Dennis Kane,Consumer,1395,1,60,111,Lost Customers
JL-152352,Janet Lee,Consumer,14,7,4913,545,Champions
AG-6751,Anna Gayman,Consumer,174,6,774,232,At Risk
SS-201401,Saphhira Shifley,Corporate,72,11,6973,455,Champions
KT-164804,Kean Thornton,Consumer,101,10,4642,355,Loyal Customers
BC-11252,Becky Castell,Home Office,132,3,311,311,Potential/Others
TN-210403,Tanja Norvell,Home Office,188,8,2779,254,At Risk
SW-202754,Scott Williamson,Consumer,31,6,1966,543,Champions
BT-113952,Bill Tyler,Corporate,29,8,5228,545,Champions
BM-117851,Bryan Mills,Consumer,41,14,10399,455,Champions
JS-160301,Joy Smith,Consumer,147,14,13219,355,Loyal Customers
AG-106752,Anna Gayman,Consumer,48,7,2284,443,Champions
TT-214602,Tonja Turnell,Home Office,129,9,6816,355,Loyal Customers
KD-163453,Katherine Ducich,Consumer,1393,1,201,111,Lost Customers
KS-163003,Karen Seio,Corporate,307,6,984,242,At Risk
NM-185201,Neoma Murray,Consumer,107,8,4082,354,Loyal Customers
FM-142154,Filia McAdams,Corporate,8,10,2456,553,Champions
PM-91352,Peter McVee,Home Office,997,2,684,112,Lost Customers
RB-194354,Richard Bierner,Consumer,20,8,2663,554,Champions
SC-207703,Stewart Carmichael,Corporate,41,9,3174,454,Champions
MM-180553,Michelle Moray,Consumer,205,5,1619,233,At Risk
CK-122054,Chloris Kastensmidt,Consumer,40,13,3154,454,Champions
KA-165254,Kelly Andreada,Consumer,37,7,1520,443,Champions
MF-176652,Maureen Fritzler,Corporate,52,10,4860,455,Champions
AJ-7801,Anthony Jacobs,Corporate,212,7,1608,243,At Risk
SG-206051,Speros Goranitis,Consumer,84,10,2654,354,Loyal Customers
PO-188652,Patrick O'Donnell,Consumer,64,10,13056,455,Champions
MH-174553,Mark Hamilton,Consumer,409,5,1691,133,At Risk
CD-119201,Carlos Daly,Consumer,44,5,7581,435,Loyal Customers
RR-195251,Rick Reed,Corporate,328,6,3504,244,At Risk
HK-148902,Heather Kirkland,Corporate,127,8,4282,355,Loyal Customers
SG-204702,Sheri Gordon,Consumer,92,6,1665,343,Loyal Customers
TZ-214453,Tom Zandusky,Corporate,9,15,7853,555,Champions
JF-152954,Jason Fortune-,Consumer,226,5,955,232,At Risk
CK-123254,Christine Kargatis,Home Office,121,5,2946,334,Loyal Customers
DB-129702,Darren Budd,Corporate,808,4,5520,125,Lost Customers
KA-165252,Kelly Andreada,Consumer,17,9,7068,555,Champions
SF-100651,Sandra Flanagan,Consumer,230,4,585,232,At Risk
DK-132254,Dean Katz,Corporate,11,9,4802,555,Champions
RB-194654,Rick Bensley,Home Office,10,12,4714,555,Champions
EB-141102,Eugene Barchas,Consumer,54,10,6522,455,Champions
NF-184754,Neil Französisch,Home Office,526,4,377,121,Lost Customers
CM-118152,Candace McMahon,Corporate,41,7,5045,445,Champions
RC-198253,Roy Collins,Consumer,119,8,1993,353,Loyal Customers
DL-133301,Denise Leinenbach,Consumer,13,10,9729,555,Champions
BM-115751,Brendan Murry,Corporate,45,9,6011,455,Champions
RE-194052,Ricardo Emerson,Consumer,129,3,1122,322,Potential/Others
AS-102404,Alan Shonely,Consumer,193,7,586,242,At Risk
DK-130901,Dave Kipp,Consumer,9,18,10186,555,Champions
SA-208301,Sue Ann Reed,Consumer,216,9,2320,253,At Risk
FC-143353,Fred Chung,Corporate,108,6,1180,342,Loyal Customers
PO-91953,Phillina Ober,Home Office,259,3,403,221,Lost Customers
PF-191201,Peter Fuller,Consumer,94,8,15063,355,Loyal Customers
BT-116801,Brian Thompson,Consumer,19,10,8849,555,Champions
Dl-136002,Dorris liebe,Corporate,161,6,2973,244,At Risk
CK-122051,Chloris Kastensmidt,Consumer,79,11,4487,355,Loyal Customers
MM-82801,Muhammed MacIntyre,Corporate,143,3,664,322,Potential/Others
SV-109351,Susan Vittorini,Consumer,828,2,172,111,Lost Customers
BN-115154,Bradley Nguyen,Consumer,10,5,1460,533,Loyal Customers
AZ-107504,Annie Zypern,Consumer,161,6,1624,233,At Risk
DK-31502,David Kendrick,Corporate,213,10,1246,252,At Risk
CP-123404,Christine Phan,Corporate,161,8,5889,245,At Risk
CC-125503,Clay Cheatham,Consumer,147,8,1915,343,Loyal Customers
QJ-192554,Quincy Jones,Corporate,26,9,6111,555,Champions
SM-203204,Sean Miller,Home Office,80,5,25042,335,Loyal Customers
DL-133303,Denise Leinenbach,Consumer,28,11,1949,553,Champions
SC-200504,Sample Company A,Home Office,41,9,4626,455,Champions
DK-129851,Darren Koutras,Consumer,2,12,5573,555,Champions
CS-121301,Chad Sievert,Consumer,12,9,4964,555,Champions
EN-137802,Edward Nazzal,Consumer,145,5,1957,333,Loyal Customers
EK-137954,Eileen Kiefer,Home Office,45,4,1302,422,Potential/Others
AS-102401,Alan Shonely,Consumer,22,7,2374,543,Champions
SN-205602,Skye Norling,Home Office,72,6,2103,443,Champions
JM-152651,Janet Molinari,Corporate,54,11,8818,455,Champions
ND-83701,Natalie DeCherney,Consumer,34,2,360,411,Potential/Others
MC-176054,Matt Connell,Corporate,113,8,2258,353,Loyal Customers
SF-200652,Sandra Flanagan,Consumer,664,6,4024,144,At Risk
GM-144404,Gary McGarr,Consumer,84,7,3583,344,Loyal Customers
AS-2851,Alejandro Savely,Corporate,223,7,2059,243,At Risk
AB-100152,Aaron Bergman,Consumer,253,12,6116,255,At Risk
JF-52953,Jason Fortune-,Consumer,110,4,1664,323,Potential/Others
MS-179803,Michael Stewart,Corporate,70,10,4065,454,Champions
TS-212054,Thomas Seio,Corporate,199,7,5370,245,At Risk
MC-174253,Mark Cousins,Corporate,66,11,5317,455,Champions
KH-166904,Kristen Hastings,Corporate,3,7,5991,545,Champions
AS-100452,Aaron Smayling,Corporate,24,13,6708,555,Champions
DJ-134201,Denny Joy,Corporate,51,7,5230,445,Champions
CB-120254,Cassandra Brandow,Consumer,48,10,6076,455,Champions
CA-120553,Cathy Armstrong,Home Office,94,5,2248,333,Loyal Customers
EJ-137202,Ed Jacobs,Consumer,183,4,537,221,Lost Customers
JK-56251,Jim Karlsson,Consumer,351,6,1969,143,At Risk
JL-151301,Jack Lebron,Consumer,475,4,1206,122,Lost Customers
RK-193003,Ralph Kennedy,Consumer,86,13,7683,355,Loyal Customers
DM-130152,Darrin Martin,Consumer,6,10,2930,554,Champions
JW-160753,Julia West,Consumer,261,5,2959,234,At Risk
JC-153401,Jasper Cacioppo,Consumer,46,9,9111,455,Champions
CD-119802,Carol Darley,Consumer,2,7,3430,544,Champions
PS-189703,Paul Stevenson,Home Office,160,7,6286,245,At Risk
VM-218354,Vivian Mathis,Consumer,118,5,381,331,Loyal Customers
BF-112754,Beth Fritzler,Corporate,58,3,791,412,Potential/Others
CC-126854,Craig Carroll,Consumer,800,4,2854,124,Lost Customers
NF-184753,Neil Französisch,Home Office,267,4,839,222,Lost Customers
DP-130001,Darren Powers,Consumer,62,7,3395,444,Champions
PF-191651,Philip Fox,Consumer,92,13,4736,355,Loyal Customers
TS-215051,Tony Sayre,Consumer,84,10,10964,355,Loyal Customers
DB-132702,Deborah Brumfield,Home Office,10,6,4532,535,Loyal Customers
AJ-9602,Astrea Jones,Consumer,295,4,556,222,Lost Customers
DK-33751,Dennis Kane,Consumer,118,4,1764,323,Potential/Others
PO-188654,Patrick O'Donnell,Consumer,1,7,2494,543,Champions
KT-64651,Kean Takahito,Consumer,1135,2,939,112,Lost Customers
CA-23101,Christine Abelman,Corporate,337,3,221,211,Lost Customers
BG-117404,Bruce Geld,Consumer,58,6,1006,432,Loyal Customers
DH-130751,Dave Hallsten,Corporate,76,5,3831,434,Loyal Customers
EJ-141553,Eva Jacobs,Consumer,600,5,3131,134,At Risk
TW-210252,Tamara Willingham,Home Office,187,8,4511,255,At Risk
LW-168251,Laurel Workman,Corporate,63,8,2026,453,Champions
CD-119204,Carlos Daly,Consumer,41,5,2035,433,Loyal Customers
MS-177104,Maurice Satty,Consumer,414,6,1611,143,At Risk
DK-129853,Darren Koutras,Consumer,98,9,4743,355,Loyal Customers
MC-176353,Matthew Clasen,Corporate,6,13,10126,555,Champions
GG-146501,Greg Guthrie,Corporate,78,5,1906,333,Loyal Customers
BD-117252,Bruce Degenhardt,Consumer,190,6,1418,233,At Risk
JL-58352,John Lee,Consumer,708,3,2657,124,Lost Customers
MF-176651,Maureen Fritzler,Corporate,242,7,4636,245,At Risk
LR-169153,Lena Radford,Consumer,150,7,2765,344,Loyal Customers
CA-122654,Christina Anderson,Consumer,57,9,2649,454,Champions
TB-211902,Thomas Brumley,Home Office,542,4,591,132,At Risk
VM-216851,Valerie Mitchum,Home Office,64,11,3213,454,Champions
HP-148152,Harold Pawlan,Home Office,562,5,1756,133,At Risk
JD-158954,Jonathan Doherty,Corporate,395,11,7609,155,At Risk
TH-211002,Thea Hendricks,Consumer,55,8,6368,455,Champions
DK-128354,Damala Kotsonis,Corporate,22,12,3256,554,Champions
CS-125054,Cindy Stewart,Consumer,59,6,5691,435,Loyal Customers
JF-151902,Jamie Frazer,Consumer,610,7,2665,144,At Risk
VG-217901,Vivek Gonzalez,Consumer,151,8,1172,352,Loyal Customers
TB-215952,Troy Blackwell,Consumer,433,5,1526,133,At Risk
JK-161203,Julie Kriz,Home Office,111,5,2809,334,Loyal Customers
CV-122954,Christina VanderZanden,Consumer,255,5,2832,234,At Risk
LW-172153,Luke Weiss,Consumer,244,5,1789,233,At Risk
MP-181754,Mike Pelletier,Home Office,17,9,5090,555,Champions
LR-70352,Lisa Ryan,Corporate,146,3,813,322,Potential/Others
RA-92853,Ralph Arnett,Consumer,363,6,3170,144,At Risk
EH-139902,Erica Hackney,Consumer,103,4,979,322,Potential/Others
DW-135403,Don Weiss,Consumer,95,6,3729,344,Loyal Customers
DR-129404,Daniel Raglin,Home Office,51,8,8352,455,Champions
SC-202602,Scott Cohen,Corporate,745,3,1608,123,Lost Customers
AF-108853,Art Foster,Consumer,54,8,4621,445,Champions
CL-125653,Clay Ludtke,Consumer,125,6,1979,333,Loyal Customers
RD-96602,Robert Dilbeck,Home Office,1374,1,175,111,Lost Customers
JH-161802,Justin Hirsh,Consumer,262,12,8370,255,At Risk
SV-203653,Seth Vernon,Consumer,191,7,1537,243,At Risk
SW-202753,Scott Williamson,Consumer,22,11,5047,555,Champions
SW-203502,Sean Wendt,Home Office,13,8,1472,553,Champions
MT-178151,Meg Tillman,Consumer,148,9,4902,355,Loyal Customers
MG-181454,Mike Gockenbach,Consumer,85,4,3062,324,Potential/Others
SZ-200351,Sam Zeldin,Home Office,14,11,7512,555,Champions
KM-167204,Kunst Miller,Consumer,29,8,4910,555,Champions
CS-122502,Chris Selesnick,Corporate,27,8,5663,545,Champions
Dl-136004,Dorris liebe,Corporate,120,5,756,332,Loyal Customers
GT-147551,Guy Thornton,Consumer,43,7,1073,442,Champions
AF-108701,Art Ferguson,Consumer,7,14,10793,555,Champions
JD-158953,Jonathan Doherty,Corporate,27,9,2770,554,Champions
BF-110801,Bart Folk,Consumer,56,9,5973,455,Champions
MP-174704,Mark Packer,Home Office,720,7,3207,144,At Risk
NC-183404,Nat Carroll,Consumer,225,5,2461,233,At Risk
MH-177851,Maya Herman,Corporate,1,7,4676,545,Champions
AR-3452,Alex Russell,Corporate,142,6,1058,332,Loyal Customers
SG-208904,Susan Gilcrest,Corporate,227,3,49,221,Lost Customers
JB-60001,Joy Bell-,Consumer,218,4,786,222,Lost Customers
RW-195401,Rick Wilson,Corporate,43,8,6351,455,Champions
RP-192703,Rachel Payne,Corporate,301,5,495,231,At Risk
LB-167352,Larry Blacks,Consumer,10,8,1780,553,Champions
DD-135704,Dorothy Dickinson,Consumer,42,6,269,431,Loyal Customers
AA-103154,Alex Avila,Consumer,185,5,5565,235,At Risk
SA-208302,Sue Ann Reed,Consumer,169,3,4398,225,Lost Customers
TG-216404,Trudy Glocke,Consumer,115,4,2074,333,Loyal Customers
PG-88952,Paul Gonzalez,Consumer,939,3,1500,123,Lost Customers
JP-54603,Jennifer Patt,Corporate,420,8,2680,154,At Risk
AR-4051,Allen Rosenblatt,Corporate,377,2,144,111,Lost Customers
JO-152804,Jas O'Carroll,Consumer,93,6,1934,343,Loyal Customers
RM-197501,Roland Murray,Consumer,48,6,2453,443,Champions
KB-162404,Karen Bern,Corporate,5,7,3152,544,Champions
NG-84303,Nathan Gelder,Consumer,19,4,2591,524,Potential/Others
VP-217603,Victoria Pisteka,Corporate,98,7,1432,343,Loyal Customers
PA-190601,Pete Armstrong,Home Office,51,5,1265,432,Loyal Customers
KH-163304,Katharine Harms,Corporate,41,8,3313,454,Champions
RP-192701,Rachel Payne,Corporate,8,11,6542,555,Champions
JB-154003,Jennifer Braxton,Corporate,93,8,2468,353,Loyal Customers
BP-112302,Benjamin Patterson,Consumer,150,5,5519,335,Loyal Customers
LS-172453,Lynn Smith,Consumer,51,8,5219,455,Champions
DW-134803,Dianna Wilson,Home Office,213,7,2340,243,At Risk
AH-106904,Anna Häberlin,Corporate,411,12,7889,155,At Risk
HL-150401,Hunter Lopez,Consumer,31,6,5607,545,Champions
RD-195854,Rob Dowd,Consumer,181,10,2913,254,At Risk
CS-23551,Christine Sundaresam,Consumer,56,3,925,422,Potential/Others
PC-187451,Pamela Coakley,Corporate,83,7,3356,344,Loyal Customers
EB-138701,Emily Burns,Consumer,16,4,2920,524,Potential/Others
TM-214901,Tony Molinari,Consumer,98,10,4799,355,Loyal Customers
KE-164204,Katrina Edelman,Corporate,27,8,1686,553,Champions
LP-170953,Liz Preis,Consumer,20,7,5720,545,Champions
EH-141851,Evan Henry,Consumer,272,9,6225,255,At Risk
MM-182802,Muhammed MacIntyre,Corporate,712,5,3349,134,At Risk
DA-34501,Dianna Arnett,Home Office,951,2,1237,112,Lost Customers
BT-14402,Bobby Trafton,Consumer,94,6,1594,333,Loyal Customers
AG-104952,Andrew Gjertsen,Corporate,129,11,7461,355,Loyal Customers
KB-165854,Ken Black,Corporate,231,12,2745,254,At Risk
PK-189104,Paul Knutson,Home Office,484,2,1441,113,Lost Customers
CL-18901,Carl Ludwig,Consumer,315,5,325,231,At Risk
NM-84451,Nathan Mautz,Home Office,367,3,191,121,Lost Customers
MZ-175154,Mary Zewe,Corporate,283,6,2565,244,At Risk
MV-74852,Mark Van Huff,Consumer,820,3,317,121,Lost Customers
TH-211151,Thea Hudgings,Corporate,224,8,6369,255,At Risk
NC-85351,Nick Crebassa,Corporate,294,3,782,222,Lost Customers
GM-146954,Greg Maxwell,Corporate,118,3,6051,325,Potential/Others
MM-179201,Michael Moore,Consumer,45,5,3683,434,Loyal Customers
PG-188951,Paul Gonzalez,Consumer,202,8,3381,254,At Risk
RD-199004,Ruben Dartt,Consumer,115,9,3134,354,Loyal Customers
TH-215504,Tracy Hopkins,Home Office,73,7,4234,444,Champions
JG-158054,John Grady,Corporate,224,6,1507,243,At Risk
RP-198554,Roy Phan,Corporate,29,8,2169,553,Champions
BB-109901,Barry Blumstein,Corporate,97,11,4719,355,Loyal Customers
SC-202604,Scott Cohen,Corporate,188,8,3732,254,At Risk
DP-131053,Dave Poirier,Corporate,65,9,3906,454,Champions
AY-105554,Andy Yotov,Corporate,15,4,496,521,Potential/Others
LC-169302,Linda Cazamias,Corporate,50,7,2689,444,Champions
PC-190002,Pauline Chand,Home Office,33,5,6069,535,Loyal Customers
FH-142754,Frank Hawley,Corporate,38,10,4257,454,Champions
MM-172602,Magdelene Morse,Consumer,111,7,1912,343,Loyal Customers
GP-147404,Guy Phonely,Corporate,766,2,237,111,Lost Customers
ME-177252,Max Engle,Consumer,275,3,801,222,Lost Customers
AH-4651,Amy Hunt,Consumer,242,2,540,211,Lost Customers
AS-901,Adam Shillingsburg,Consumer,22,4,436,521,Potential/Others
JB-160003,Joy Bell-,Consumer,2,8,5478,555,Champions
RS-197654,Roland Schwarz,Corporate,37,8,4160,454,Champions
SG-206053,Speros Goranitis,Consumer,76,9,3217,454,Champions
VM-216854,Valerie Mitchum,Home Office,55,7,2454,443,Champions
DB-29103,Daniel Byrd,Home Office,55,4,1080,422,Potential/Others
LW-171252,Liz Willingham,Consumer,56,9,2329,453,Champions
SD-204853,Shirley Daniels,Home Office,128,4,3330,334,Loyal Customers
PJ-190154,Pauline Johnson,Consumer,135,7,1823,343,Loyal Customers
RA-198854,Ruben Ausman,Corporate,44,7,3832,444,Champions
JS-158804,John Stevenson,Consumer,535,5,3868,134,At Risk
BE-14101,Bobby Elias,Consumer,22,3,1718,513,Potential/Others
VS-218201,Vivek Sundaresam,Consumer,161,4,6801,235,At Risk
AH-101952,Alan Haines,Corporate,93,9,1833,353,Loyal Customers
JH-59101,Jonathan Howell,Consumer,41,4,2272,423,Potential/Others
PC-190004,Pauline Chand,Home Office,883,2,1062,112,Lost Customers
JM-156554,Jim Mitchum,Corporate,9,5,865,532,Loyal Customers
CM-127151,Craig Molinari,Corporate,162,3,1650,223,Lost Customers
CS-124902,Cindy Schnelling,Corporate,3,8,1506,543,Champions
EC-140503,Erin Creighton,Consumer,771,4,1003,122,Lost Customers
BK-112602,Berenike Kampe,Consumer,27,8,3859,544,Champions
MM-180554,Michelle Moray,Consumer,62,8,2752,454,Champions
JS-155953,Jill Stevenson,Corporate,6,4,845,522,Potential/Others
JW-160752,Julia West,Consumer,117,7,8113,345,Loyal Customers
SE-201104,Sanjit Engle,Consumer,10,11,12209,555,Champions
JK-153704,Jay Kimmel,Consumer,45,8,2710,454,Champions
GM-144554,Gary Mitchum,Home Office,17,6,3078,544,Champions
SC-106801,Steve Carroll,Home Office,506,2,2511,113,Lost Customers
CA-119653,Carol Adams,Corporate,19,4,1591,523,Potential/Others
KN-164504,Kean Nguyen,Corporate,53,5,2171,433,Loyal Customers
BC-111252,Becky Castell,Home Office,42,12,6941,455,Champions
EH-137654,Edward Hooks,Corporate,136,12,10313,355,Loyal Customers
SV-207854,Stewart Visinsky,Consumer,321,9,4106,254,At Risk
BD-116353,Brian Derr,Consumer,164,5,1093,232,At Risk
JF-152953,Jason Fortune-,Consumer,92,7,5824,345,Loyal Customers
CH-120701,Cathy Hwang,Home Office,132,5,2440,333,Loyal Customers
PM-91351,Peter McVee,Home Office,302,4,746,232,At Risk
BE-113351,Bill Eplett,Home Office,36,9,10731,455,Champions
DH-36753,Duane Huffman,Home Office,21,5,1220,532,Loyal Customers
SV-207851,Stewart Visinsky,Consumer,92,7,4873,345,Loyal Customers
BF-111704,Ben Ferrer,Home Office,17,11,5909,555,Champions
CC-126703,Craig Carreira,Consumer,90,8,1548,343,Loyal Customers
LR-169151,Lena Radford,Consumer,244,5,6098,235,At Risk
HG-50251,Hunter Glantz,Consumer,24,4,1057,522,Potential/Others
Co-126403,Corey-Lock,Consumer,293,6,2607,234,At Risk
GZ-44702,Gary Zandusky,Consumer,1358,1,62,111,Lost Customers
MG-178751,Michael Grace,Home Office,45,9,4374,455,Champions
JH-158202,John Huston,Consumer,111,9,11729,355,Loyal Customers
SW-102753,Scott Williamson,Consumer,59,3,290,421,Potential/Others
MP-181753,Mike Pelletier,Home Office,267,6,2096,243,At Risk
SW-202452,Scot Wooten,Consumer,13,7,5017,545,Champions
LW-169901,Lindsay Williams,Corporate,576,4,1151,122,Lost Customers
PS-189704,Paul Stevenson,Home Office,70,8,1278,452,Champions
BM-17851,Bryan Mills,Consumer,85,7,2096,343,Loyal Customers
PR-188801,Patrick Ryan,Consumer,110,8,3303,354,Loyal Customers
MZ-173353,Maria Zettner,Home Office,37,9,5854,455,Champions
HK-148903,Heather Kirkland,Corporate,44,6,2349,443,Champions
VF-117152,Vicky Freymann,Home Office,997,2,59,111,Lost Customers
AZ-7503,Annie Zypern,Consumer,149,4,672,322,Potential/Others
AY-105551,Andy Yotov,Corporate,211,5,802,232,At Risk
PS-190451,Penelope Sewall,Home Office,90,7,8178,345,Loyal Customers
MZ-175152,Mary Zewe,Corporate,44,6,3803,444,Champions
SP-206504,Stephanie Phelps,Corporate,387,9,1873,153,At Risk
DW-34801,Dianna Wilson,Home Office,168,4,1339,222,Lost Customers
LM-170653,Liz MacKendrick,Consumer,191,4,628,222,Lost Customers
DK-132253,Dean Katz,Corporate,84,6,1972,333,Loyal Customers
DR-128802,Dan Reichenbach,Corporate,197,7,1894,243,At Risk
TS-214302,Tom Stivers,Corporate,20,5,3018,534,Loyal Customers
JL-158354,John Lee,Consumer,22,11,9799,555,Champions
NF-184751,Neil Französisch,Home Office,451,6,3008,144,At Risk
EH-40051,Erica Hernandez,Home Office,197,4,976,222,Lost Customers
